Data,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),DESPESAS PAGASATÉ O BIMESTRE(j),Bimestre,Ano,tempo
abril 2020,Gestão Ambiental,"134.962.000,00","135.512.000,00","13.969.797,47","117.296.897,36","11,47","18.215.102,64","24.714.453,24","48.787.690,02","9,53","86.724.309,98",,02,2020,2020-04-20
abril 2020,Preservação e Conservação Ambiental,"28.242.000,00","28.597.000,00","11.931.874,25","26.934.115,79","2,63","1.662.884,21","6.013.617,81","10.273.198,59","2,01","18.323.801,41",,02,2020,2020-04-20
abril 2020,Controle Ambiental,"95.700.000,00","95.840.000,00","882.978,44","85.466.254,18","8,35","10.373.745,82","17.099.712,35","35.318.436,42","6,90","60.521.563,58",,02,2020,2020-04-20
abril 2020,Recuperação de Áreas Degradadas,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Recursos Hídricos,"250.000,00","250.000,00","697,50","105.547,90","0,01","144.452,10","80.744,90","80.744,90","0,02","169.255,10",,02,2020,2020-04-20
abril 2020,Meteorologia,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU18 - Administração Geral,"10.120.000,00","10.125.000,00","1.154.247,28","4.674.359,49","0,46","5.450.640,51","1.520.378,18","3.115.310,11","0,61","7.009.689,89",,02,2020,2020-04-20
abril 2020,FU18 - Demais Subfunções,"650.000,00","700.000,00",,"116.620,00","0,01","583.380,00",,,,"700.000,00",,02,2020,2020-04-20
abril 2020,Ciência e Tecnologia,"550.000,00","550.000,00","0,00","500.000,00","0,05","50.000,00","0,00","500.000,00","0,10","50.000,00",,02,2020,2020-04-20
abril 2020,Desenvolvimento Científico,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Desenvolvimento Tecnológico e Engenharia,"550.000,00","550.000,00","0,00","500.000,00","0,05","50.000,00","0,00","500.000,00","0,10","50.000,00",,02,2020,2020-04-20
abril 2020,Difusão do Conhecimento Científico e Tecnológico,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU19 - Administração Geral,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU19 - Demais Subfunções,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Agricultura,"11.715.000,00","12.248.184,28","1.380.585,67","4.072.447,00","0,40","8.175.737,28","1.412.396,16","2.312.700,29","0,45","9.935.483,99",,02,2020,2020-04-20
abril 2020,Abastecimento,"1.945.000,00","1.945.000,00","493.476,30","663.816,30","0,06","1.281.183,70","165.146,34","165.446,34","0,03","1.779.553,66",,02,2020,2020-04-20
abril 2020,Extensão Rural,"5.660.000,00","6.193.184,28","280.274,03","2.166.232,08","0,21","4.026.952,20","638.846,48","923.485,21","0,18","5.269.699,07",,02,2020,2020-04-20
abril 2020,Irrigação,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Promoção da Produção Agropecuária,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Defesa Agropecuária,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU20 - Administração Geral,"4.110.000,00","4.110.000,00","606.835,34","1.242.398,62","0,12","2.867.601,38","608.403,34","1.223.768,74","0,24","2.886.231,26",,02,2020,2020-04-20
abril 2020,FU20 - Demais Subfunções,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Organização Agrária,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Reforma Agrária,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Colonização,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU21 - Administração Geral,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU21 - Demais Subfunções,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Indústria,"52.500,00","52.500,00",,"3.000,00","0,00","49.500,00",,,,"52.500,00",,02,2020,2020-04-20
abril 2020,Promoção Industrial,"52.500,00","52.500,00",,"3.000,00","0,00","49.500,00",,,,"52.500,00",,02,2020,2020-04-20
abril 2020,Produção Industrial,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Mineração,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Propriedade Industrial,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Normalização e Qualidade,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU22 - Administração Geral,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU22 - Demais Subfunções,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Comércio e Serviços,"2.160.000,00","1.967.000,00","192.280,00","808.097,39","0,08","1.158.902,61","178.212,17","280.070,17","0,05","1.686.929,83",,02,2020,2020-04-20
abril 2020,Promoção Comercial,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Comercialização,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Comércio Exterior,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Serviços Financeiros,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Turismo,"2.160.000,00","1.967.000,00","192.280,00","808.097,39","0,08","1.158.902,61","178.212,17","280.070,17","0,05","1.686.929,83",,02,2020,2020-04-20
abril 2020,FU23 - Administração Geral,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU23 - Demais Subfunções,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Comunicações,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Comunicações Postais,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Telecomunicações,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU24 - Administração Geral,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Energia,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Conservação de Energia,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Energia Elétrica,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Combustíveis Minerais,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Biocombustíveis,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU25 - Administração Geral,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU25 - Demais Subfunções,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Transporte,"900.000,00","900.000,00","1.664,00","274.155,92","0,03","625.844,08","39.042,08","75.035,63","0,01","824.964,37",,02,2020,2020-04-20
abril 2020,Transporte Aéreo,"900.000,00","900.000,00","1.664,00","274.155,92","0,03","625.844,08","39.042,08","75.035,63","0,01","824.964,37",,02,2020,2020-04-20
abril 2020,Transporte Rodoviário,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Transporte Ferroviário,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Transporte Hidroviário,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Transportes Especiais,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU26 - Administração Geral,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU26 - Demais Subfunções,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Desporto e Lazer,"16.979.900,00","18.993.203,33","1.487.660,84","7.884.125,89","0,77","11.109.077,44","1.584.902,79","3.308.640,36","0,65","15.684.562,97",,02,2020,2020-04-20
abril 2020,Desporto de Rendimento,"5.685.000,00","5.685.000,00","0,00","3.423.040,11","0,33","2.261.959,89","235.102,72","744.602,67","0,15","4.940.397,33",,02,2020,2020-04-20
abril 2020,Desporto Comunitário,"1.750.000,00","3.757.175,00","13.638,70","406.708,33","0,04","3.350.466,67","4.271,40","8.069,23","0,00","3.749.105,77",,02,2020,2020-04-20
abril 2020,Lazer,"3.410.000,00","3.410.000,00","570.408,98","2.146.069,21","0,21","1.263.930,79","421.702,11","712.949,69","0,14","2.697.050,31",,02,2020,2020-04-20
abril 2020,FU27 - Administração Geral,"6.134.900,00","6.141.028,33","903.613,16","1.908.308,24","0,19","4.232.720,09","923.826,56","1.843.018,77","0,36","4.298.009,56",,02,2020,2020-04-20
abril 2020,FU27 - Demais Subfunções,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Encargos Especiais,"56.855.000,00","56.937.000,00","3.113.117,15","46.946.541,58","4,59","9.990.458,42","10.556.431,55","20.407.048,15","3,99","36.529.951,85",,02,2020,2020-04-20
abril 2020,Refinanciamento da Dívida Interna,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Refinanciamento da Dívida Externa,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Serviço da Dívida Interna,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Serviço da Dívida Externa,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Transferências,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Outros Encargos Especiais,"56.855.000,00","56.937.000,00","3.113.117,15","46.946.541,58","4,59","9.990.458,42","10.556.431,55","20.407.048,15","3,99","36.529.951,85",,02,2020,2020-04-20
abril 2020,Transferências para a Educação Básica,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,FU28 - Demais Subfunções,,,,,,,,,,,,02,2020,2020-04-20
abril 2020,Reserva de Contingência,"5.250.000,00","5.250.000,00",,,,"5.250.000,00",,,,"5.250.000,00",,02,2020,2020-04-20
abril 2020,DESPESAS (INTRA-ORÇAMENTÁRIAS) (II),"36.380.800,00","36.006.800,00","5.621.137,48","12.526.587,68","1,22","23.480.212,32","5.864.445,30","11.561.013,08","2,26","24.445.786,92",,02,2020,2020-04-20
abril 2020,TOTAL (III) = (I + II),"1.830.908.000,00","1.890.654.312,06","224.356.776,13","1.023.006.345,90","100,00","867.647.966,16","272.481.827,45","511.814.291,39","100,00","1.378.840.020,67",,02,2020,2020-04-20
fevereiro 2020,Legislativa,"40.928.950,00","40.928.950,00","9.441.899,06","9.441.899,06","1,18","31.487.050,94","4.487.137,21","4.487.137,21","1,87","36.441.812,79",,01,2020,2020-02-20
fevereiro 2020,Ação Legislativa,"40.928.950,00","40.928.950,00","9.441.899,06","9.441.899,06","1,18","31.487.050,94","4.487.137,21","4.487.137,21","1,87","36.441.812,79",,01,2020,2020-02-20
fevereiro 2020,Controle Externo,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU01 - Administração Geral,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU01 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Judiciária,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Ação Judiciária,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Defesa do Interesse Público no Processo Judiciário,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU02 - Administração Geral,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU02 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Essencial à Justiça,"880.000,00","955.000,00","932.181,22","932.181,22","0,12","22.818,78","167.799,02","167.799,02","0,07","787.200,98",,01,2020,2020-02-20
fevereiro 2020,Defesa da Ordem Jurídica,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Representação Judicial e Extrajudicial,"880.000,00","955.000,00","932.181,22","932.181,22","0,12","22.818,78","167.799,02","167.799,02","0,07","787.200,98",,01,2020,2020-02-20
fevereiro 2020,FU03 - Administração Geral,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU03 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Administração,"83.130.000,00","83.477.941,32","23.222.097,41","23.222.097,41","2,91","60.255.843,91","10.054.527,19","10.054.527,19","4,20","73.423.414,13",,01,2020,2020-02-20
fevereiro 2020,Planejamento e Orçamento,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU04 - Administração Geral,"77.640.000,00","77.987.941,32","20.492.380,81","20.492.380,81","2,57","57.495.560,51","9.839.179,04","9.839.179,04","4,11","68.148.762,28",,01,2020,2020-02-20
fevereiro 2020,Administração Financeira,"3.149.000,00","3.149.000,00","1.583.199,47","1.583.199,47","0,20","1.565.800,53","202.310,05","202.310,05","0,08","2.946.689,95",,01,2020,2020-02-20
fevereiro 2020,Controle Interno,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Normatização e Fiscalização,"400.000,00","400.000,00",,,,"400.000,00",,,,"400.000,00",,01,2020,2020-02-20
fevereiro 2020,Tecnologia da Informação,"550.000,00","550.000,00","247.913,13","247.913,13","0,03","302.086,87",,,,"550.000,00",,01,2020,2020-02-20
fevereiro 2020,Ordenamento Territorial,"200.000,00","200.000,00",,,,"200.000,00",,,,"200.000,00",,01,2020,2020-02-20
fevereiro 2020,Formação de Recursos Humanos,"150.000,00","150.000,00","135.000,00","135.000,00","0,02","15.000,00","7.897,46","7.897,46","0,00","142.102,54",,01,2020,2020-02-20
fevereiro 2020,Administração de Receitas,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Administração de Concessões,"1.000,00","1.000,00",,,,"1.000,00",,,,"1.000,00",,01,2020,2020-02-20
fevereiro 2020,Comunicação Social,"1.040.000,00","1.040.000,00","763.604,00","763.604,00","0,10","276.396,00","5.140,64","5.140,64","0,00","1.034.859,36",,01,2020,2020-02-20
fevereiro 2020,FU04 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Defesa Nacional,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Defesa Aérea,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Defesa Naval,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Defesa Terrestre,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU05 - Administração Geral,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU05 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Segurança Pública,"44.870.000,00","44.870.000,00","7.846.573,31","7.846.573,31","0,98","37.023.426,69","6.254.697,93","6.254.697,93","2,61","38.615.302,07",,01,2020,2020-02-20
fevereiro 2020,Policiamento,"43.745.000,00","43.745.000,00","6.968.662,72","6.968.662,72","0,87","36.776.337,28","6.175.857,90","6.175.857,90","2,58","37.569.142,10",,01,2020,2020-02-20
fevereiro 2020,Defesa Civil,"920.000,00","920.000,00","782.910,59","782.910,59","0,10","137.089,41","65.435,18","65.435,18","0,03","854.564,82",,01,2020,2020-02-20
fevereiro 2020,Informação e Inteligência,"5.000,00","5.000,00",,,,"5.000,00",,,,"5.000,00",,01,2020,2020-02-20
fevereiro 2020,FU06 - Administração Geral,"200.000,00","200.000,00","95.000,00","95.000,00","0,01","105.000,00","13.404,85","13.404,85","0,01","186.595,15",,01,2020,2020-02-20
fevereiro 2020,FU06 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Relações Exteriores,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Relações Diplomáticas,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Cooperação Internacional,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU07 - Administração Geral,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU07 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Assistência Social,"46.118.000,00","47.874.867,80","35.049.770,75","35.049.770,75","4,39","12.825.097,05","6.964.622,56","6.964.622,56","2,91","40.910.245,24",,01,2020,2020-02-20
fevereiro 2020,Assistência ao Idoso,"3.765.000,00","3.846.810,98","3.702.715,68","3.702.715,68","0,46","144.095,30","617.119,26","617.119,26","0,26","3.229.691,72",,01,2020,2020-02-20
fevereiro 2020,Assistência ao Portador de Deficiência,"5.000,00","5.000,00",,,,"5.000,00",,,,"5.000,00",,01,2020,2020-02-20
fevereiro 2020,Assistência à Criança e ao Adolescente,"12.760.000,00","12.640.538,39","10.692.125,59","10.692.125,59","1,34","1.948.412,80","1.567.124,91","1.567.124,91","0,65","11.073.413,48",,01,2020,2020-02-20
fevereiro 2020,Assistência Comunitária,"19.928.000,00","21.722.518,43","18.085.228,11","18.085.228,11","2,26","3.637.290,32","3.515.458,64","3.515.458,64","1,47","18.207.059,79",,01,2020,2020-02-20
fevereiro 2020,FU08 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Previdência Social,"150.200.000,00","150.200.000,00","19.744.163,77","19.744.163,77","2,47","130.455.836,23","19.443.047,74","19.443.047,74","8,12","130.756.952,26",,01,2020,2020-02-20
fevereiro 2020,Previdência Básica,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Previdência do Regime Estatutário,"150.200.000,00","150.200.000,00","19.744.163,77","19.744.163,77","2,47","130.455.836,23","19.443.047,74","19.443.047,74","8,12","130.756.952,26",,01,2020,2020-02-20
fevereiro 2020,Previdência Complementar,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Previdência Especial,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU09 - Administração Geral,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU09 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Saúde,"440.289.000,00","450.998.271,28","207.674.814,48","207.674.814,48","26,00","243.323.456,80","69.283.277,79","69.283.277,79","28,95","381.714.993,49",,01,2020,2020-02-20
fevereiro 2020,Atenção Básica,"113.410.000,00","117.911.383,16","26.747.099,23","26.747.099,23","3,35","91.164.283,93","12.981.674,87","12.981.674,87","5,42","104.929.708,29",,01,2020,2020-02-20
fevereiro 2020,Assistência Hospitalar e Ambulatorial,"247.406.000,00","248.297.241,80","153.113.048,62","153.113.048,62","19,17","95.184.193,18","48.469.101,05","48.469.101,05","20,25","199.828.140,75",,01,2020,2020-02-20
fevereiro 2020,Suporte Profilático e Terapêutico,"3.385.000,00","5.915.245,78","829.002,58","829.002,58","0,10","5.086.243,20",,,,"5.915.245,78",,01,2020,2020-02-20
fevereiro 2020,Vigilância Sanitária,"15.000.000,00","15.000.000,00","2.043.635,93","2.043.635,93","0,26","12.956.364,07","1.814.898,46","1.814.898,46","0,76","13.185.101,54",,01,2020,2020-02-20
fevereiro 2020,Vigilância Epidemiológica,"4.144.465,00","5.562.957,91","870.218,54","870.218,54","0,11","4.692.739,37","145.788,22","145.788,22","0,06","5.417.169,69",,01,2020,2020-02-20
fevereiro 2020,Alimentação e Nutrição,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU10 - Administração Geral,"56.943.535,00","58.311.442,63","24.071.809,58","24.071.809,58","3,01","34.239.633,05","5.871.815,19","5.871.815,19","2,45","52.439.627,44",,01,2020,2020-02-20
fevereiro 2020,FU10 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Trabalho,"8.462.500,00","8.462.500,00","6.576.127,90","6.576.127,90","0,82","1.886.372,10","938.408,22","938.408,22","0,39","7.524.091,78",,01,2020,2020-02-20
fevereiro 2020,Proteção e Benefícios ao Trabalhador,"7.225.000,00","7.225.000,00","6.405.878,30","6.405.878,30","0,80","819.121,70","930.508,22","930.508,22","0,39","6.294.491,78",,01,2020,2020-02-20
fevereiro 2020,Relações de Trabalho,"1.137.500,00","1.137.500,00","170.249,60","170.249,60","0,02","967.250,40","7.900,00","7.900,00","0,00","1.129.600,00",,01,2020,2020-02-20
fevereiro 2020,Empregabilidade,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Fomento ao Trabalho,"100.000,00","100.000,00",,,,"100.000,00",,,,"100.000,00",,01,2020,2020-02-20
fevereiro 2020,FU11 - Administração Geral,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU11 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Educação,"411.201.100,00","411.201.100,00","107.887.220,26","107.887.220,26","13,51","303.313.879,74","45.580.179,10","45.580.179,10","19,04","365.620.920,90",,01,2020,2020-02-20
fevereiro 2020,Ensino Fundamental,"124.940.000,00","124.940.000,00","30.792.756,52","30.792.756,52","3,86","94.147.243,48","13.216.570,40","13.216.570,40","5,52","111.723.429,60",,01,2020,2020-02-20
fevereiro 2020,Ensino Médio,"3.525.000,00","3.525.000,00","132.000,00","132.000,00","0,02","3.393.000,00","935,70","935,70","0,00","3.524.064,30",,01,2020,2020-02-20
fevereiro 2020,Ensino Profissional,"2.335.000,00","2.335.000,00","499.778,17","499.778,17","0,06","1.835.221,83","493.178,17","493.178,17","0,21","1.841.821,83",,01,2020,2020-02-20
fevereiro 2020,Ensino Superior,"14.015.000,00","14.015.000,00","2.424.234,58","2.424.234,58","0,30","11.590.765,42","2.119.377,58","2.119.377,58","0,89","11.895.622,42",,01,2020,2020-02-20
fevereiro 2020,Educação Infantil,"216.175.000,00","216.175.000,00","54.482.292,95","54.482.292,95","6,82","161.692.707,05","27.077.109,01","27.077.109,01","11,31","189.097.890,99",,01,2020,2020-02-20
fevereiro 2020,Educação de Jovens e Adultos,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Educação Especial,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Educação Básica,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU12 - Administração Geral,"15.972.000,00","15.972.000,00","4.723.876,87","4.723.876,87","0,59","11.248.123,13","2.159.491,35","2.159.491,35","0,90","13.812.508,65",,01,2020,2020-02-20
fevereiro 2020,FU12 - Demais Subfunções,"34.239.100,00","34.239.100,00","14.832.281,17","14.832.281,17","1,86","19.406.818,83","513.516,89","513.516,89","0,21","33.725.583,11",,01,2020,2020-02-20
fevereiro 2020,Cultura,"7.292.500,00","7.392.500,00","2.805.068,72","2.805.068,72","0,35","4.587.431,28","555.362,56","555.362,56","0,23","6.837.137,44",,01,2020,2020-02-20
fevereiro 2020,Patrimônio Histórico Artístico e Arqueológico,"1.243.000,00","1.243.000,00","75.970,40","75.970,40","0,01","1.167.029,60","10.531,48","10.531,48","0,00","1.232.468,52",,01,2020,2020-02-20
fevereiro 2020,Difusão Cultural,"6.049.500,00","6.149.500,00","2.729.098,32","2.729.098,32","0,34","3.420.401,68","544.831,08","544.831,08","0,23","5.604.668,92",,01,2020,2020-02-20
fevereiro 2020,FU13 - Administração Geral,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,FU13 - Demais Subfunções,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Direitos da Cidadania,"580.000,00","819.719,84","347.648,34","347.648,34","0,04","472.071,50","45.092,10","45.092,10","0,02","774.627,74",,01,2020,2020-02-20
fevereiro 2020,Custódia e Reintegração Social,,,,,,,,,,,,01,2020,2020-02-20
fevereiro 2020,Direitos Individuais Coletivos e Difusos,"580.000,00","819.719,84","347.648,34","347.648,34","0,04","472.071,50","45.092,10","45.092,10","0,02","774.627,74",,01,2020,2020-02-20
